2026-07-13 16:24:50 | INFO     | file_logger.py:75 | 程序启动
2026-07-13 17:07:07 | INFO     | asset_automator.py:334 | ✅ 查询到 综合办公室（司法警察大队） 刘子怡 名下总共 3 条资产信息！！
2026-07-13 17:07:58 | INFO     | file_logger.py:75 | 程序启动
2026-07-13 17:07:58 | INFO     | file_logger.py:75 | 从 ./查询部门人员清单.txt 中解析数据
2026-07-13 17:07:58 | INFO     | file_logger.py:75 | 成功解析 2 条记录
2026-07-13 17:07:58 | INFO     | asset_automator.py:48 | ✅ 资产管理系统登录成功
2026-07-13 17:07:58 | INFO     | file_logger.py:75 | 人员0. 陈傅璇 - 综合办公室（司法警察大队）
2026-07-13 17:07:58 | INFO     | asset_automator.py:334 | ✅ 查询到 综合办公室（司法警察大队） 陈傅璇 名下总共 9 条资产信息！！
2026-07-13 17:08:34 | INFO     | file_logger.py:75 | 人员1. 刘子怡 - 综合办公室（司法警察大队）
2026-07-13 17:08:36 | INFO     | asset_automator.py:334 | ✅ 查询到 综合办公室（司法警察大队） 刘子怡 名下总共 3 条资产信息！！
2026-07-13 17:09:05 | INFO     | file_logger.py:75 | 程序结束
2026-07-13 17:15:09 | INFO     | file_logger.py:75 | 程序启动
2026-07-13 17:15:09 | INFO     | file_logger.py:75 | 从 ./查询部门人员清单.txt 中解析数据
2026-07-13 17:15:09 | INFO     | file_logger.py:75 | 成功解析 2 条记录
2026-07-13 17:15:09 | INFO     | asset_automator.py:48 | ✅ 资产管理系统登录成功
2026-07-13 17:15:09 | INFO     | file_logger.py:75 | 人员0. 陈傅璇 - 综合办公室（司法警察大队）
2026-07-13 17:15:09 | INFO     | asset_automator.py:334 | ✅ 查询到 综合办公室（司法警察大队） 陈傅璇 名下总共 9 条资产信息！！
2026-07-13 17:15:09 | INFO     | file_logger.py:75 | 人员1. 刘子怡 - 综合办公室（司法警察大队）
2026-07-13 17:15:09 | INFO     | asset_automator.py:334 | ✅ 查询到 综合办公室（司法警察大队） 刘子怡 名下总共 3 条资产信息！！
2026-07-13 17:15:09 | INFO     | file_logger.py:75 | 程序结束
2026-07-13 17:17:18 | INFO     | file_logger.py:75 | 程序启动
2026-07-13 17:17:18 | INFO     | file_logger.py:75 | 从 ./查询部门人员清单.txt 中解析数据
2026-07-13 17:17:18 | INFO     | file_logger.py:75 | 成功解析 2 条记录
2026-07-13 17:17:18 | INFO     | asset_automator.py:48 | ✅ 资产管理系统登录成功
2026-07-13 17:17:19 | INFO     | file_logger.py:75 | 人员0. 陈傅璇 - 综合办公室（司法警察大队）
2026-07-13 17:17:19 | INFO     | asset_automator.py:334 | ✅ 查询到 综合办公室（司法警察大队） 陈傅璇 名下总共 9 条资产信息！！
2026-07-13 17:17:19 | INFO     | file_logger.py:75 | 人员1. 刘子怡 - 综合办公室（司法警察大队）
2026-07-13 17:17:19 | INFO     | asset_automator.py:334 | ✅ 查询到 综合办公室（司法警察大队） 刘子怡 名下总共 3 条资产信息！！
2026-07-13 17:17:19 | INFO     | file_logger.py:75 | 程序结束
2026-07-13 17:17:41 | INFO     | file_logger.py:75 | 程序启动
2026-07-13 17:17:41 | INFO     | file_logger.py:75 | 从 ./查询部门人员清单.txt 中解析数据
2026-07-13 17:17:41 | INFO     | file_logger.py:75 | 成功解析 2 条记录
2026-07-13 17:17:41 | INFO     | asset_automator.py:48 | ✅ 资产管理系统登录成功
2026-07-13 17:17:41 | INFO     | file_logger.py:75 | 人员0. 陈傅璇 - 综合办公室（司法警察大队）
2026-07-13 17:17:41 | INFO     | asset_automator.py:334 | ✅ 查询到 综合办公室（司法警察大队） 陈傅璇 名下总共 9 条资产信息！！
2026-07-13 17:17:41 | INFO     | file_logger.py:75 | 人员1. 刘子怡 - 综合办公室（司法警察大队）
2026-07-13 17:17:41 | INFO     | asset_automator.py:334 | ✅ 查询到 综合办公室（司法警察大队） 刘子怡 名下总共 3 条资产信息！！
2026-07-13 17:17:41 | INFO     | file_logger.py:75 | 程序结束
2026-07-13 17:17:55 | INFO     | file_logger.py:75 | 程序启动
2026-07-13 17:17:55 | INFO     | file_logger.py:75 | 从 ./查询部门人员清单.txt 中解析数据
2026-07-13 17:17:55 | INFO     | file_logger.py:75 | 成功解析 2 条记录
2026-07-13 17:17:55 | INFO     | asset_automator.py:48 | ✅ 资产管理系统登录成功
2026-07-13 17:17:55 | INFO     | file_logger.py:75 | 人员0. 陈傅璇 - 综合办公室（司法警察大队）
2026-07-13 17:17:56 | INFO     | asset_automator.py:334 | ✅ 查询到 综合办公室（司法警察大队） 陈傅璇 名下总共 9 条资产信息！！
2026-07-13 17:17:56 | INFO     | file_logger.py:75 | 人员1. 刘子怡 - 综合办公室（司法警察大队）
2026-07-13 17:17:56 | INFO     | asset_automator.py:334 | ✅ 查询到 综合办公室（司法警察大队） 刘子怡 名下总共 3 条资产信息！！
2026-07-13 17:17:56 | INFO     | file_logger.py:75 | 程序结束
2026-07-13 17:19:01 | INFO     | file_logger.py:75 | 程序启动
2026-07-13 17:19:01 | INFO     | file_logger.py:75 | 从 ./查询部门人员清单.txt 中解析数据
2026-07-13 17:19:01 | INFO     | file_logger.py:75 | 成功解析 2 条记录
2026-07-13 17:19:01 | INFO     | asset_automator.py:48 | ✅ 资产管理系统登录成功
2026-07-13 17:19:01 | INFO     | file_logger.py:75 | 人员0. 陈傅璇 - 综合办公室（司法警察大队）
2026-07-13 17:19:01 | INFO     | asset_automator.py:334 | ✅ 查询到 综合办公室（司法警察大队） 陈傅璇 名下总共 9 条资产信息！！
2026-07-13 17:19:01 | INFO     | file_logger.py:75 | 人员1. 刘子怡 - 综合办公室（司法警察大队）
2026-07-13 17:19:01 | INFO     | asset_automator.py:334 | ✅ 查询到 综合办公室（司法警察大队） 刘子怡 名下总共 3 条资产信息！！
2026-07-13 17:19:02 | INFO     | file_logger.py:75 | 程序结束
